股票代码,股票名称,信号日期,收盘价,MACD评分,成交量比率,MA60距离%,评级,补充特征分,MACD满足,成交量满足,MA60满足,未来5日涨幅%,未来涨幅满足
sz.301048,金鹰重工,2026-01-07,11.6,65,2.14,-1.71,A级,30,True,True,True,2.5,True
sh.600560,金自天正,2025-05-23,15.48,65,2.38,0.08,C级,10,True,True,True,2.71,True
sz.300120,经纬辉开,2026-01-13,8.77,65,2.04,-2.22,A级,30,True,True,True,8.1,True
sz.300120,经纬辉开,2026-01-14,9.03,65,2.39,-0.44,B级,25,True,True,True,4.98,True
sz.301538,骏鼎达,2025-07-15,54.4,80,2.35,-7.14,A级,45,True,True,True,26.84,True
sz.301538,骏鼎达,2025-07-16,57.8,80,3.85,-1.46,B级,25,True,True,True,19.38,True
sz.301538,骏鼎达,2025-07-17,57.5,80,5.07,-1.75,B级,25,True,True,True,20.0,True
sz.301538,骏鼎达,2025-07-18,56.6,65,3.56,-3.2,A级,35,True,True,True,21.91,True
sz.002939,长城证券,2025-12-05,10.46,60,2.02,-4.39,A级,30,True,True,True,2.68,True
sh.601011,宝泰隆,2025-04-25,2.47,80,2.33,-3.68,B级,20,True,True,True,2.43,True
sz.002236,大华股份,2026-01-08,19.29,65,2.11,0.34,B级,20,True,True,True,8.66,True
sz.300663,科蓝软件,2025-04-24,15.79,65,2.7,-4.28,A级,35,True,True,True,6.78,True
sz.300815,玉禾田,2025-11-10,25.71,80,2.21,-2.7,A级,35,True,True,True,3.46,True
sz.300815,玉禾田,2025-11-12,24.78,65,2.25,-2.32,A级,35,True,True,True,2.1,True
sh.605169,洪通燃气,2025-12-29,13.25,65,2.05,-8.9,B级,20,True,True,True,2.34,True
sz.301609,山大电力,2026-01-08,43.53,80,2.05,-4.27,A级,45,True,True,True,9.99,True
sz.301609,山大电力,2026-01-09,43.95,80,2.17,-4.07,A级,45,True,True,True,8.99,True
sh.600248,陕建股份,2026-01-14,3.6,65,2.07,-1.61,A级,35,True,True,True,2.5,True
sz.002962,五方光电,2026-01-06,14.7,80,2.16,-0.81,A级,30,True,True,True,2.59,True
sz.002763,汇洁股份,2026-01-05,7.28,65,3.57,-1.76,C级,10,True,True,True,5.22,True
sz.002763,汇洁股份,2026-01-06,7.39,65,2.58,-0.75,C级,10,True,True,True,6.09,True
sz.002989,中天精装,2025-12-15,27.25,60,2.32,-3.44,A级,35,True,True,True,13.72,True
sz.002989,中天精装,2025-12-16,26.19,60,2.73,-2.11,A级,35,True,True,True,18.33,True
sz.002989,中天精装,2025-12-17,26.45,80,2.31,-4.51,A级,35,True,True,True,17.16,True
sh.600661,昂立教育,2025-04-23,10.42,80,2.05,0.35,B级,20,True,True,True,2.5,True
sz.000877,天山股份,2025-07-04,4.75,80,2.07,-1.39,A级,30,True,True,True,6.95,True
sz.000877,天山股份,2026-01-22,5.64,65,2.01,0.03,A级,35,True,True,True,2.84,True
sh.603176,汇通集团,2025-05-16,4.66,65,3.31,-2.22,C级,10,True,True,True,7.73,True
sh.603176,汇通集团,2026-01-27,5.73,85,2.02,0.35,B级,25,True,True,True,2.97,True
sh.603176,汇通集团,2026-01-28,5.6,65,2.19,0.3,C级,10,True,True,True,5.36,True
sh.603173,福斯达,2025-12-11,40.77,80,2.09,-6.09,A级,35,True,True,True,7.31,True
sh.603173,福斯达,2025-12-12,42.79,80,3.03,-2.19,B级,25,True,True,True,2.24,True
sh.603173,福斯达,2025-12-16,40.5,65,2.72,-1.28,B级,25,True,True,True,2.81,True
sz.002855,捷荣技术,2025-11-06,17.64,80,2.81,0.27,B级,20,True,True,True,5.73,True
sz.002855,捷荣技术,2025-11-07,17.27,65,2.73,-2.29,A级,30,True,True,True,12.74,True
sz.002855,捷荣技术,2025-11-10,17.61,65,2.47,-2.37,A级,30,True,True,True,10.56,True
sz.000948,南天信息,2025-04-15,17.74,80,3.59,-0.86,A级,35,True,True,True,14.88,True
sz.000948,南天信息,2025-12-26,17.5,60,2.18,-0.31,A级,30,True,True,True,9.54,True
sh.688371,菲沃泰,2025-12-23,19.01,80,2.18,-11.0,A级,45,True,True,True,2.95,True
sz.002528,ST英飞拓,2025-05-09,2.36,65,2.56,0.26,A级,35,True,True,True,11.44,True
sz.300661,圣邦股份,2025-08-01,74.93,65,2.38,-7.39,A级,50,True,True,True,7.94,True
sz.300661,圣邦股份,2025-08-04,76.12,80,2.48,-3.53,B级,25,True,True,True,6.25,True
sz.300661,圣邦股份,2025-08-05,75.7,80,2.2,-6.39,B级,25,True,True,True,6.84,True
sz.300661,圣邦股份,2025-12-26,69.28,80,3.0,-1.23,A级,45,True,True,True,3.93,True
sz.300661,圣邦股份,2025-12-29,69.89,80,2.32,0.41,A级,35,True,True,True,9.6,True
sh.600592,龙溪股份,2025-11-18,22.96,60,2.48,-7.05,A级,35,True,True,True,21.95,True
sh.600592,龙溪股份,2025-11-19,23.67,60,3.09,-7.38,A级,35,True,True,True,18.29,True
sh.600592,龙溪股份,2025-11-21,25.2,80,2.34,-2.06,A级,35,True,True,True,11.11,True
sh.600592,龙溪股份,2025-11-27,24.75,65,2.4,-0.95,B级,25,True,True,True,10.63,True
sz.002623,亚玛顿,2026-01-14,18.52,65,2.01,-0.7,A级,30,True,True,True,3.24,True
sh.600979,广安爱众,2026-01-13,4.56,80,2.15,-0.83,A级,45,True,True,True,4.17,True
sh.600979,广安爱众,2026-01-15,4.61,65,2.67,-0.07,A级,30,True,True,True,3.04,True
sh.603626,科森科技,2025-12-01,13.37,80,2.27,-0.08,A级,35,True,True,True,3.22,True
sz.002085,万丰奥威,2025-04-24,16.89,80,2.15,-3.9,A级,35,True,True,True,4.68,True
sz.002085,万丰奥威,2025-04-25,17.22,80,3.01,-2.67,A级,35,True,True,True,7.72,True
sz.002085,万丰奥威,2025-04-28,16.33,65,2.77,-6.45,B级,25,True,True,True,13.59,True
sh.600644,乐山电力,2025-10-13,11.41,80,2.21,-10.77,A级,45,True,True,True,7.1,True
sh.600644,乐山电力,2025-10-14,11.57,80,2.5,-8.26,A级,45,True,True,True,5.62,True
sh.601886,江河集团,2025-06-27,5.59,80,2.11,0.05,A级,30,True,True,True,17.17,True
sh.603324,盛剑科技,2025-12-22,24.6,80,2.51,0.3,A级,30,True,True,True,10.0,True
sz.300622,博士眼镜,2025-06-17,36.03,80,2.23,-5.95,B级,25,True,True,True,2.14,True
sz.300622,博士眼镜,2025-06-18,36.02,80,2.41,-7.81,B级,25,True,True,True,4.64,True
sz.300622,博士眼镜,2025-06-19,35.26,80,2.33,-9.34,B级,25,True,True,True,6.89,True
sz.301320,豪江智能,2026-01-07,17.34,65,2.74,0.45,C级,10,True,True,True,8.3,True
sh.600038,中直股份,2025-10-16,36.61,65,2.69,-0.01,A级,30,True,True,True,2.43,True
sh.688059,华锐精密,2025-07-16,52.8,80,2.65,-11.35,B级,25,True,True,True,19.07,True
sh.688059,华锐精密,2025-07-17,57.48,80,2.56,-5.43,B级,25,True,True,True,9.38,True
sh.688059,华锐精密,2025-07-18,57.24,80,2.36,-4.53,B级,25,True,True,True,9.84,True
sh.600727,鲁北化工,2025-11-07,7.7,60,2.52,0.44,A级,45,True,True,True,3.77,True
sh.688716,中研股份,2025-04-22,34.11,80,2.01,-7.94,A级,35,True,True,True,31.84,True
sh.688716,中研股份,2025-04-23,36.21,80,3.23,-0.93,A级,35,True,True,True,24.19,True
sh.688716,中研股份,2025-12-18,37.98,60,2.49,-2.9,A级,45,True,True,True,10.74,True
sh.688716,中研股份,2025-12-19,38.01,80,2.41,-2.63,A级,45,True,True,True,10.66,True
sz.002303,美盈森,2025-12-24,4.18,80,2.42,-2.07,B级,20,True,True,True,3.83,True
sz.002303,美盈森,2025-12-25,4.2,80,2.56,-0.76,B级,20,True,True,True,3.33,True
sz.301198,喜悦智行,2025-04-28,9.67,65,2.1,-6.7,C级,0,True,True,True,10.75,True
sz.000610,西安旅游,2025-12-01,12.76,60,2.48,-0.88,A级,60,True,True,True,3.21,True
sz.300633,开立医疗,2026-01-06,27.6,80,2.18,-3.29,A级,45,True,True,True,8.3,True
sz.301446,福事特,2025-12-18,30.45,80,2.17,-0.02,A级,45,True,True,True,8.37,True
sz.301226,祥明智能,2025-12-08,30.25,80,2.22,-0.41,A级,35,True,True,True,12.3,True
sz.301226,祥明智能,2025-12-09,29.45,80,2.66,-3.67,A级,35,True,True,True,15.35,True
sz.301226,祥明智能,2025-12-10,29.53,80,2.53,-4.16,A级,35,True,True,True,15.04,True
sh.600699,均胜电子,2025-12-17,28.5,80,2.17,-3.39,A级,60,True,True,True,8.56,True
sh.600699,均胜电子,2025-12-18,27.65,65,2.65,-4.11,A级,45,True,True,True,11.9,True
sz.300729,乐歌股份,2025-04-18,14.16,65,4.14,-0.34,B级,25,True,True,True,6.29,True
sz.300729,乐歌股份,2025-04-21,14.63,65,2.48,-4.78,C级,10,True,True,True,2.87,True
sz.002676,顺威股份,2025-11-11,9.68,80,2.3,-4.21,A级,35,True,True,True,7.75,True
sh.688709,成都华微,2025-12-15,39.18,65,2.06,-3.7,C级,10,True,True,True,9.24,True
sz.301315,威士顿,2025-10-28,51.27,80,4.92,-0.42,B级,20,True,True,True,19.99,True
sz.300468,四方精创,2025-12-16,33.84,65,2.07,-3.4,A级,60,True,True,True,4.91,True
sz.300468,四方精创,2025-12-17,32.5,80,3.09,-6.42,A级,30,True,True,True,9.23,True
sz.300332,天壕能源,2026-01-13,5.63,80,2.35,-0.34,A级,30,True,True,True,2.49,True
sz.300332,天壕能源,2026-01-14,5.63,80,2.36,0.2,B级,20,True,True,True,5.33,True
sz.300332,天壕能源,2026-01-15,5.55,65,2.11,-1.78,B级,20,True,True,True,8.11,True
sz.300902,国安达,2025-10-29,21.27,80,2.61,-7.91,A级,35,True,True,True,5.78,True
sz.300902,国安达,2025-10-30,21.04,80,2.83,-8.67,A级,35,True,True,True,6.94,True
sz.300902,国安达,2025-11-06,21.74,65,2.39,-4.8,A级,35,True,True,True,3.5,True
sz.300696,爱乐达,2025-11-27,25.51,65,2.33,-0.81,C级,10,True,True,True,3.33,True
sz.300755,华致酒行,2025-12-17,18.21,60,2.14,-6.8,A级,35,True,True,True,4.67,True
sh.688755,汉邦科技,2026-01-08,42.0,80,2.99,0.45,A级,35,True,True,True,3.31,True
sz.300968,格林精密,2025-06-17,14.16,60,2.42,-0.97,A级,50,True,True,True,6.64,True
sz.300968,格林精密,2025-06-20,13.97,65,2.8,-0.32,B级,25,True,True,True,7.87,True
sz.300968,格林精密,2025-11-24,14.4,60,3.22,-1.72,A级,30,True,True,True,7.78,True
sz.300968,格林精密,2025-11-25,14.66,80,2.25,-0.23,A级,30,True,True,True,9.14,True
sh.603586,金麒麟,2025-12-23,18.52,60,2.23,0.27,A级,30,True,True,True,3.67,True
sh.603773,沃格光电,2025-11-28,30.01,80,2.18,-4.1,A级,35,True,True,True,7.06,True
sh.603773,沃格光电,2025-12-01,31.36,80,3.3,-1.15,A级,35,True,True,True,4.66,True
sh.603773,沃格光电,2025-12-02,31.54,80,3.29,-0.71,A级,35,True,True,True,4.06,True
sh.603773,沃格光电,2025-12-03,31.0,80,2.61,-0.05,A级,35,True,True,True,5.87,True
sz.000966,长源电力,2025-07-07,4.84,80,2.11,0.46,A级,45,True,True,True,2.07,True
sz.000966,长源电力,2025-07-08,4.79,80,2.46,-1.2,A级,45,True,True,True,3.13,True
sz.000966,长源电力,2025-07-09,4.79,80,2.39,0.2,A级,35,True,True,True,3.13,True
sz.300493,润欣科技,2025-05-28,20.26,60,2.41,-1.88,A级,35,True,True,True,3.31,True
sz.300493,润欣科技,2025-11-27,20.66,60,2.36,-0.69,B级,20,True,True,True,8.91,True
sz.300493,润欣科技,2025-11-28,20.54,80,2.5,-0.37,A级,35,True,True,True,9.54,True
sh.688267,中触媒,2025-11-03,28.15,65,2.33,-0.15,C级,10,True,True,True,3.52,True
sh.688710,益诺思,2025-06-03,33.59,60,2.15,-1.35,A级,30,True,True,True,7.8,True
sz.001222,源飞宠物,2025-04-22,14.95,80,2.53,-3.44,B级,20,True,True,True,10.43,True
sz.001222,源飞宠物,2025-04-23,15.01,80,3.07,-2.7,B级,20,True,True,True,9.99,True
sz.001222,源飞宠物,2025-04-25,14.81,65,3.49,-0.32,C级,10,True,True,True,5.67,True
sh.603108,润达医疗,2025-05-06,18.99,60,2.08,-3.62,A级,35,True,True,True,4.32,True
sh.600052,东望时代,2025-05-23,4.16,65,2.31,-0.69,C级,10,True,True,True,7.21,True
sh.603392,万泰生物,2025-04-09,66.08,60,2.39,-1.95,A级,30,True,True,True,9.56,True
sz.301149,隆华新材,2025-04-23,10.54,80,2.69,0.31,A级,35,True,True,True,8.44,True
sh.603113,金能科技,2025-11-28,6.29,60,3.52,-3.78,A级,35,True,True,True,10.49,True
sh.603113,金能科技,2025-12-01,6.29,60,4.11,-5.97,A级,35,True,True,True,10.49,True
sz.300813,泰林生物,2026-01-06,25.47,80,2.11,-5.86,A级,45,True,True,True,8.76,True
sz.300813,泰林生物,2026-01-07,25.57,80,2.38,-6.59,A级,45,True,True,True,8.72,True
sz.300660,江苏雷利,2025-06-19,40.2,80,2.25,-18.13,B级,25,True,True,True,17.44,True
sz.300660,江苏雷利,2025-06-20,38.69,80,2.81,-19.8,A级,35,True,True,True,22.02,True
sz.300660,江苏雷利,2025-06-23,38.83,80,3.14,-20.78,A级,35,True,True,True,21.58,True
sz.300660,江苏雷利,2025-06-24,45.52,80,3.21,-5.96,B级,25,True,True,True,3.71,True
sz.300660,江苏雷利,2025-06-25,45.41,80,3.59,-6.73,B级,25,True,True,True,3.96,True
sz.300660,江苏雷利,2025-12-05,50.94,60,2.91,-3.46,A级,35,True,True,True,2.24,True
sz.300210,森远股份,2025-12-04,9.19,80,2.6,-2.14,A级,30,True,True,True,5.55,True
sz.300210,森远股份,2025-12-05,9.11,80,3.1,-2.36,A级,30,True,True,True,6.48,True
sz.300210,森远股份,2025-12-08,9.11,80,2.66,-2.23,A级,30,True,True,True,6.48,True
sz.300210,森远股份,2025-12-10,9.44,80,2.12,0.15,B级,20,True,True,True,2.33,True
sz.300210,森远股份,2025-12-11,9.16,65,2.02,-0.72,B级,20,True,True,True,5.46,True
sh.688130,晶华微,2025-06-27,21.9,80,3.29,-10.63,B级,25,True,True,True,4.84,True
sh.688130,晶华微,2025-06-30,22.1,80,3.1,-10.63,B级,25,True,True,True,3.89,True
sh.688320,禾川科技,2025-04-25,41.85,80,2.12,-4.14,B级,25,True,True,True,15.89,True
sh.688320,禾川科技,2025-12-29,36.16,80,2.13,-0.39,A级,35,True,True,True,6.75,True
sz.003026,中晶科技,2025-04-15,29.11,60,2.93,-2.24,A级,35,True,True,True,5.12,True
sz.003026,中晶科技,2025-04-16,28.92,80,2.63,-4.31,B级,25,True,True,True,5.81,True
sz.301379,天山电子,2025-06-20,26.5,80,4.05,0.0,B级,20,True,True,True,15.36,True
sz.001316,润贝航科,2025-10-24,33.75,80,2.07,0.12,A级,45,True,True,True,4.59,True
sz.300685,艾德生物,2025-04-24,20.8,80,2.02,-6.72,B级,25,True,True,True,2.02,True
sh.605117,德业股份,2025-08-13,55.61,65,2.1,-9.08,A级,45,True,True,True,6.1,True
sh.605117,德业股份,2025-08-14,56.05,80,2.56,-6.62,A级,45,True,True,True,5.26,True
sh.605117,德业股份,2025-08-15,57.51,80,3.09,-3.5,A级,35,True,True,True,2.64,True
sh.605117,德业股份,2025-08-18,57.12,80,2.23,-1.48,A级,35,True,True,True,8.61,True
sh.603038,华立股份,2025-12-30,16.27,80,2.7,-8.91,B级,25,True,True,True,4.49,True
sh.603038,华立股份,2025-12-31,16.1,80,2.8,-10.86,B级,20,True,True,True,6.52,True
sh.603038,华立股份,2026-01-05,16.65,80,2.05,-8.24,A级,35,True,True,True,4.86,True
sh.603038,华立股份,2026-01-21,17.28,65,2.26,0.11,C级,10,True,True,True,3.59,True
sh.688652,京仪装备,2025-06-19,54.51,60,2.19,-2.93,A级,45,True,True,True,5.21,True
sz.300698,万马科技,2025-12-17,40.01,65,2.28,-5.25,A级,30,True,True,True,16.07,True
sz.300698,万马科技,2025-12-18,39.66,65,2.68,-6.54,B级,20,True,True,True,17.1,True
sz.300698,万马科技,2025-12-19,42.66,65,2.38,-1.28,A级,60,True,True,True,8.86,True
sz.300698,万马科技,2025-12-23,42.27,65,2.5,0.39,A级,35,True,True,True,3.64,True
sh.688190,云路股份,2025-06-17,86.47,65,3.67,-0.63,A级,35,True,True,True,6.16,True
sz.300201,海伦哲,2025-06-11,5.17,65,2.28,-0.43,A级,30,True,True,True,12.57,True
sz.300201,海伦哲,2025-09-29,5.44,60,3.69,0.35,A级,60,True,True,True,4.41,True
sh.688271,联影医疗,2026-01-06,133.99,60,2.06,0.37,A级,45,True,True,True,10.46,True
sh.603538,美诺华,2026-01-07,20.48,60,2.09,-0.93,A级,35,True,True,True,6.74,True
sh.603949,雪龙集团,2025-12-17,18.47,60,2.01,-5.69,A级,30,True,True,True,3.25,True
sh.603949,雪龙集团,2025-12-18,18.52,60,2.35,-3.35,A级,45,True,True,True,2.97,True
sz.300377,赢时胜,2025-05-16,24.19,65,2.02,-4.12,A级,35,True,True,True,2.89,True
sh.600778,友好集团,2025-04-10,6.6,60,2.39,-0.5,A级,35,True,True,True,9.24,True
sh.600280,中央商场,2025-11-25,3.46,65,2.75,0.1,C级,10,True,True,True,10.4,True
sz.000886,海南高速,2025-06-09,6.2,80,3.25,-0.8,B级,20,True,True,True,4.19,True
sz.300679,电连技术,2025-12-17,48.78,60,2.06,-2.23,A级,60,True,True,True,4.31,True
sz.300679,电连技术,2025-12-19,49.5,65,2.11,-0.09,A级,30,True,True,True,2.79,True
sh.600505,西昌电力,2025-10-13,13.78,80,2.4,-2.16,A级,30,True,True,True,2.03,True
sz.301261,恒工精密,2025-07-10,73.02,60,3.32,-3.84,A级,35,True,True,True,34.4,True
sz.301261,恒工精密,2025-11-18,79.97,60,3.61,-1.9,A级,35,True,True,True,3.9,True
sz.301261,恒工精密,2025-11-19,81.0,60,4.74,-2.55,A级,35,True,True,True,8.62,True
sz.300485,赛升药业,2025-10-17,12.29,80,3.41,-6.05,A级,35,True,True,True,3.17,True
sz.300485,赛升药业,2025-10-20,12.3,80,2.33,-7.85,A级,35,True,True,True,3.09,True
sz.300302,同有科技,2026-01-09,19.91,65,2.33,-1.24,B级,25,True,True,True,4.42,True
sz.001313,粤海饲料,2025-07-03,7.81,80,2.82,-1.51,A级,30,True,True,True,3.2,True
sz.001313,粤海饲料,2025-07-04,7.79,65,3.15,-3.05,A级,30,True,True,True,3.59,True
sz.003010,若羽臣,2025-12-23,35.94,80,2.59,-4.41,A级,35,True,True,True,3.39,True
sz.003010,若羽臣,2025-12-24,36.2,80,2.04,-4.99,B级,25,True,True,True,2.65,True
sz.300806,斯迪克,2025-05-15,16.78,65,2.33,-0.11,B级,25,True,True,True,7.39,True
sz.300404,博济医药,2025-06-03,8.98,80,2.04,0.18,A级,45,True,True,True,12.92,True
sz.002792,通宇通讯,2025-04-23,14.4,80,2.31,-1.13,C级,10,True,True,True,5.21,True
sh.603123,翠微股份,2025-11-03,12.65,80,2.12,-1.77,A级,45,True,True,True,4.9,True
sh.688201,信安世纪,2025-04-24,8.67,65,2.39,-0.22,B级,20,True,True,True,8.19,True
sz.300085,银之杰,2025-05-16,33.72,65,2.37,-2.64,A级,35,True,True,True,6.97,True
sz.300085,银之杰,2025-12-09,40.66,80,2.91,-10.98,A级,35,True,True,True,3.12,True
sh.600865,百大集团,2025-04-11,8.87,60,2.19,0.19,A级,35,True,True,True,15.67,True
sz.300240,飞力达,2025-12-23,7.48,65,2.36,-1.45,A级,30,True,True,True,5.88,True
sz.300240,飞力达,2025-12-24,7.5,65,2.29,-4.48,B级,20,True,True,True,5.6,True
sz.301180,万祥科技,2025-04-23,12.75,80,2.69,-5.53,B级,20,True,True,True,3.92,True
sz.301180,万祥科技,2025-04-24,12.69,80,2.19,-6.76,B级,20,True,True,True,7.17,True
sz.002780,三夫户外,2026-01-27,14.85,65,4.16,-0.21,C级,10,True,True,True,17.98,True
sz.002780,三夫户外,2026-01-28,14.55,65,2.28,-0.85,C级,10,True,True,True,20.41,True
sh.603272,联翔股份,2026-01-06,19.24,80,3.7,-1.41,B级,20,True,True,True,22.09,True
sh.603272,联翔股份,2026-01-07,19.4,80,3.08,0.28,C级,10,True,True,True,21.08,True
sz.301129,瑞纳智能,2025-04-28,21.02,65,3.36,-2.0,C级,10,True,True,True,13.18,True
sh.605289,罗曼股份,2025-04-25,24.29,80,2.13,-0.65,B级,20,True,True,True,11.16,True
sz.300741,华宝股份,2025-12-08,18.19,60,2.72,0.39,B级,20,True,True,True,4.89,True
sz.300741,华宝股份,2025-12-09,18.11,60,2.92,-0.84,B级,20,True,True,True,6.68,True
sz.300733,西菱动力,2025-12-05,17.72,60,2.15,-4.16,B级,20,True,True,True,5.98,True
sz.300733,西菱动力,2025-12-08,18.21,60,2.65,-0.26,B级,20,True,True,True,3.13,True
sz.300733,西菱动力,2025-12-09,18.15,80,2.23,-1.05,B级,20,True,True,True,3.47,True
sz.002301,齐心集团,2025-04-16,6.88,60,2.78,-4.73,A级,35,True,True,True,5.09,True
sz.002301,齐心集团,2025-04-17,6.87,80,2.84,-7.65,B级,25,True,True,True,5.24,True
sh.605128,上海沿浦,2025-06-20,26.92,80,2.52,-22.23,C级,0,True,True,True,14.82,True
sh.605128,上海沿浦,2025-06-27,30.21,80,2.23,-14.05,A级,35,True,True,True,5.69,True
sh.605128,上海沿浦,2025-06-30,30.26,80,2.5,-14.84,A级,35,True,True,True,5.52,True
sz.301192,泰祥股份,2026-01-08,31.7,65,2.03,-0.74,A级,35,True,True,True,8.2,True
sh.688601,力芯微,2025-06-11,37.21,65,2.8,-1.04,B级,20,True,True,True,8.57,True
sz.300132,青松股份,2025-08-15,6.03,65,2.03,-1.3,B级,20,True,True,True,6.8,True
sz.002910,庄园牧场,2025-04-25,8.49,65,2.07,-1.9,C级,10,True,True,True,6.6,True
sh.688583,思看科技,2025-07-07,93.38,60,2.46,-2.8,B级,25,True,True,True,14.21,True
sh.688583,思看科技,2025-07-08,94.9,80,3.58,-1.18,B级,25,True,True,True,12.38,True
sh.688583,思看科技,2025-07-09,96.98,80,4.07,-1.18,B级,25,True,True,True,9.97,True
sh.688583,思看科技,2025-07-10,95.1,80,2.31,-3.15,B级,25,True,True,True,12.15,True
sh.688699,明微电子,2025-04-14,34.38,60,2.1,0.17,A级,35,True,True,True,6.11,True
sh.600668,尖峰集团,2026-01-05,11.3,60,2.13,-1.94,A级,45,True,True,True,3.01,True
sh.600668,尖峰集团,2026-01-06,11.38,60,2.22,-1.78,A级,30,True,True,True,2.28,True
sz.001229,魅视科技,2025-05-29,32.15,60,2.28,0.01,A级,30,True,True,True,2.89,True
sh.688083,中望软件,2025-08-04,67.36,60,2.79,-7.3,B级,25,True,True,True,3.92,True
sh.603192,汇得科技,2025-12-16,23.18,65,2.29,-2.82,B级,20,True,True,True,4.23,True
sh.603192,汇得科技,2026-01-05,25.79,85,4.28,0.34,B级,25,True,True,True,6.98,True
sh.603395,红四方,2026-01-16,30.91,65,2.11,-2.19,A级,30,True,True,True,3.2,True
sh.603777,来伊份,2025-04-14,14.54,80,2.06,-4.18,A级,35,True,True,True,11.9,True
sh.603777,来伊份,2025-04-15,14.76,80,2.27,-2.38,A级,35,True,True,True,10.23,True
sh.603777,来伊份,2025-04-18,14.47,65,2.51,0.04,C级,10,True,True,True,3.66,True
sz.301550,斯菱智驱,2025-12-01,105.55,80,2.09,-7.95,B级,25,True,True,True,16.53,True
sz.000617,中油资本,2025-12-26,9.54,80,2.17,0.07,A级,45,True,True,True,4.19,True
sz.301551,无线传媒,2025-04-17,47.65,80,2.03,-7.68,A级,35,True,True,True,2.37,True
sz.301551,无线传媒,2025-04-18,46.72,80,2.27,-11.03,A级,35,True,True,True,4.41,True
sz.301551,无线传媒,2025-10-27,37.54,80,2.8,-16.48,A级,35,True,True,True,4.02,True
sz.301618,长联科技,2025-04-22,80.9,65,2.1,-0.48,C级,10,True,True,True,8.65,True
sz.000868,安凯客车,2025-05-22,5.86,65,3.1,-3.54,A级,45,True,True,True,4.61,True
sz.300760,迈瑞医疗,2026-01-06,203.94,60,2.58,-0.5,A级,60,True,True,True,4.48,True
sz.300760,迈瑞医疗,2026-01-07,200.87,60,2.33,-0.98,A级,30,True,True,True,6.6,True
sh.688066,航天宏图,2025-11-28,27.38,80,2.02,-7.86,A级,35,True,True,True,13.22,True
sh.688066,航天宏图,2025-12-01,28.96,80,2.35,0.23,A级,35,True,True,True,5.21,True
sh.688066,航天宏图,2025-12-02,28.98,80,2.52,-3.0,B级,25,True,True,True,5.8,True
sh.688066,航天宏图,2025-12-03,27.36,65,2.17,-6.52,B级,25,True,True,True,12.06,True
sz.000601,韶能股份,2025-07-03,5.05,80,2.12,-6.05,A级,35,True,True,True,33.27,True
sh.688023,安恒信息,2025-05-07,48.96,80,2.16,-11.09,A级,35,True,True,True,2.35,True
sh.603373,安邦护卫,2025-12-10,42.22,60,3.86,-5.12,A级,35,True,True,True,2.96,True
sz.301068,大地海洋,2025-07-23,32.73,60,2.63,-1.49,B级,20,True,True,True,2.51,True
sz.301068,大地海洋,2025-07-24,32.26,80,2.13,-1.21,A级,35,True,True,True,4.0,True
sh.688399,硕世生物,2025-07-03,52.38,80,2.25,-15.77,A级,35,True,True,True,2.04,True
sz.300160,秀强股份,2026-01-08,5.63,80,2.03,-1.42,A级,45,True,True,True,3.55,True
sh.603258,电魂网络,2025-05-27,20.4,60,2.45,-3.73,A级,35,True,True,True,11.23,True
sh.603258,电魂网络,2025-05-28,20.87,60,2.9,-1.1,A级,35,True,True,True,8.72,True
sh.605378,野马电池,2025-05-23,22.74,65,2.18,-0.61,C级,10,True,True,True,9.37,True
sh.605378,野马电池,2025-06-25,20.03,80,2.09,-5.15,B级,25,True,True,True,21.92,True
sz.301018,申菱环境,2025-12-19,56.82,65,2.13,-2.91,B级,20,True,True,True,21.08,True
sz.000628,高新发展,2025-07-14,43.45,65,3.27,-0.56,A级,30,True,True,True,4.72,True
sz.000628,高新发展,2025-12-16,43.75,60,2.27,-7.66,A级,45,True,True,True,3.63,True
sz.002313,日海智能,2025-04-24,8.69,80,2.06,-11.11,B级,25,True,True,True,3.57,True
sz.002313,日海智能,2025-04-25,8.6,65,2.25,-12.45,B级,20,True,True,True,6.98,True
sz.002313,日海智能,2025-04-28,8.37,65,2.05,-15.5,C级,10,True,True,True,10.99,True
sh.603528,多伦科技,2025-04-24,7.65,80,2.45,-6.97,A级,35,True,True,True,5.49,True
sh.603528,多伦科技,2025-04-25,7.68,80,2.62,-8.82,A级,35,True,True,True,6.64,True
sz.301205,联特科技,2025-04-24,61.58,80,2.04,-12.49,A级,35,True,True,True,8.62,True
sz.301306,西测测试,2025-10-27,57.53,60,2.8,-0.42,A级,35,True,True,True,9.3,True
sz.301306,西测测试,2025-10-28,56.86,60,3.3,-0.31,A级,35,True,True,True,10.59,True
sz.301306,西测测试,2025-10-29,56.64,65,2.08,-1.09,B级,25,True,True,True,11.02,True
sz.000009,中国宝安,2025-05-07,8.05,60,2.05,-1.89,A级,30,True,True,True,2.24,True
sh.688141,杰华特,2025-12-24,42.95,80,2.42,-2.2,A级,35,True,True,True,8.27,True
sh.688141,杰华特,2025-12-25,43.65,80,2.75,0.09,A级,35,True,True,True,6.53,True
sz.002861,瀛通通讯,2025-04-30,14.53,80,2.45,0.15,B级,25,True,True,True,6.68,True
sh.603086,先达股份,2026-01-14,8.52,65,2.4,-0.09,A级,30,True,True,True,6.1,True
sh.688095,福昕软件,2025-04-17,63.7,80,2.63,-6.06,A级,35,True,True,True,4.4,True
