股票代码,股票名称,信号日期,收盘价,MACD评分,成交量比率,MA60距离%,评级,补充特征分,MACD满足,成交量满足,MA60满足,未来5日涨幅%,未来涨幅满足
sz.301312,智立方,2025-12-01,49.57,80,2.57,-1.16,A级,35,True,True,True,5.91,True
sz.301312,智立方,2025-12-02,48.82,65,2.14,-1.91,A级,35,True,True,True,7.54,True
sz.300890,翔丰华,2025-05-29,27.94,60,2.46,-0.19,A级,35,True,True,True,7.34,True
sz.300890,翔丰华,2025-05-30,27.22,65,2.5,0.29,B级,20,True,True,True,12.64,True
sz.300657,弘信电子,2025-12-04,29.92,80,2.47,-2.2,B级,20,True,True,True,5.28,True
sz.300657,弘信电子,2025-12-05,29.36,80,2.08,-3.22,B级,20,True,True,True,7.29,True
sz.300982,苏文电能,2025-09-30,19.32,60,2.69,-2.26,A级,45,True,True,True,2.85,True
sz.001287,中电港,2025-04-16,19.12,65,3.36,-1.01,B级,25,True,True,True,7.53,True
sz.300800,力合科技,2025-04-28,9.86,65,2.26,-3.28,C级,0,True,True,True,7.3,True
sh.601811,新华文轩,2026-01-07,13.9,80,2.03,-0.13,A级,35,True,True,True,17.99,True
sh.601890,亚星锚链,2025-10-29,10.14,60,2.11,0.29,A级,30,True,True,True,12.03,True
sz.300251,光线传媒,2025-06-12,18.95,80,2.1,-1.59,A级,35,True,True,True,21.27,True
sz.300251,光线传媒,2025-06-13,18.42,65,2.52,-3.38,A级,45,True,True,True,24.76,True
sh.603188,亚邦股份,2025-10-20,4.18,65,2.04,-2.28,A级,30,True,True,True,4.55,True
sz.301499,维科精密,2025-10-28,27.55,65,2.29,-0.23,C级,10,True,True,True,2.32,True
sz.002712,思美传媒,2025-04-17,5.12,80,2.3,-7.62,A级,35,True,True,True,4.3,True
sz.002712,思美传媒,2025-04-18,5.05,65,2.21,-9.55,C级,10,True,True,True,5.74,True
sh.688707,振华新材,2025-12-30,14.17,80,2.16,0.03,A级,35,True,True,True,8.82,True
sh.603256,宏和科技,2025-04-24,8.6,80,2.93,-0.58,C级,10,True,True,True,13.72,True
sh.600862,中航高科,2025-05-08,24.09,80,2.04,-0.2,A级,30,True,True,True,4.07,True
sh.600862,中航高科,2025-05-09,23.7,80,2.2,0.42,A级,30,True,True,True,5.78,True
sz.000818,航锦科技,2026-01-07,20.07,80,2.07,-0.46,C级,10,True,True,True,11.46,True
sz.002649,博彦科技,2025-04-24,12.09,80,2.2,-9.03,B级,25,True,True,True,15.14,True
sh.601136,首创证券,2025-06-19,19.27,65,2.02,0.28,A级,30,True,True,True,6.23,True
sh.601136,首创证券,2025-11-21,20.67,60,3.07,0.18,A级,30,True,True,True,4.26,True
sh.601136,首创证券,2025-11-24,20.2,60,3.91,-3.93,B级,20,True,True,True,6.68,True
sh.601136,首创证券,2025-11-26,20.82,80,2.3,-1.4,A级,30,True,True,True,3.51,True
sh.688151,华强科技,2025-10-14,21.6,80,2.58,-5.17,A级,35,True,True,True,4.4,True
sz.301353,普莱得,2025-07-31,26.18,65,3.03,0.04,C级,10,True,True,True,4.13,True
sz.301353,普莱得,2025-08-01,26.45,65,2.5,-0.52,C级,10,True,True,True,3.06,True
sz.002694,顾地科技,2025-04-30,4.18,65,2.49,-2.31,C级,10,True,True,True,10.53,True
sz.002694,顾地科技,2025-05-06,4.38,65,2.8,-0.3,B级,20,True,True,True,5.48,True
sz.300244,迪安诊断,2025-05-15,14.98,65,2.17,-1.1,B级,20,True,True,True,2.94,True
sz.300153,科泰电源,2025-12-10,30.62,65,2.36,-8.21,A级,35,True,True,True,2.61,True
sz.300642,透景生命,2026-01-07,19.21,65,2.15,-6.45,A级,45,True,True,True,19.05,True
sz.300642,透景生命,2026-01-09,20.35,80,2.16,-1.51,A级,35,True,True,True,12.38,True
sh.688697,纽威数控,2025-07-16,13.84,80,2.17,-17.27,A级,45,True,True,True,4.05,True
sh.688697,纽威数控,2025-07-17,13.91,80,2.42,-17.69,A级,35,True,True,True,3.52,True
sh.688697,纽威数控,2025-07-18,13.92,80,2.37,-16.01,A级,35,True,True,True,3.45,True
sh.688697,纽威数控,2025-07-31,14.06,65,2.09,-10.93,C级,10,True,True,True,18.49,True
sz.300671,富满微,2025-04-16,31.55,80,3.28,-1.36,B级,20,True,True,True,13.69,True
sz.300671,富满微,2025-04-18,32.25,65,2.39,0.43,B级,20,True,True,True,2.73,True
sz.300671,富满微,2025-04-21,31.65,65,2.13,-3.54,B级,20,True,True,True,4.68,True
sh.688143,长盈通,2025-11-28,37.63,65,2.61,-8.37,B级,25,True,True,True,11.59,True
sh.688143,长盈通,2025-12-01,38.25,65,2.05,-6.98,B级,25,True,True,True,22.56,True
sz.002421,达实智能,2025-05-15,3.38,65,3.39,-2.98,B级,20,True,True,True,4.14,True
sz.002421,达实智能,2025-05-16,3.4,65,3.81,-3.8,A级,45,True,True,True,2.35,True
sz.002421,达实智能,2025-06-24,3.29,60,2.57,-1.53,A级,45,True,True,True,3.65,True
sz.002421,达实智能,2025-12-29,2.9,60,2.58,-4.65,B级,20,True,True,True,3.45,True
sz.002421,达实智能,2025-12-30,2.85,80,2.87,-3.69,B级,20,True,True,True,5.26,True
sz.002900,哈三联,2025-10-27,13.94,65,2.75,-1.88,B级,25,True,True,True,3.23,True
sz.002900,哈三联,2026-01-15,13.04,65,2.39,-3.33,B级,20,True,True,True,3.91,True
sz.300073,当升科技,2025-05-23,39.06,65,2.68,-1.46,C级,10,True,True,True,2.2,True
sz.002067,景兴纸业,2025-05-26,3.65,60,2.05,-2.92,A级,45,True,True,True,5.48,True
sz.002067,景兴纸业,2025-05-27,3.64,60,2.22,-2.67,A级,30,True,True,True,5.77,True
sz.300552,万集科技,2025-05-21,28.17,65,2.73,-2.49,B级,25,True,True,True,9.69,True
sh.600486,扬农化工,2025-11-07,68.23,60,2.04,-0.08,B级,20,True,True,True,4.1,True
sh.600486,扬农化工,2025-11-10,67.28,60,2.13,-0.92,B级,20,True,True,True,5.57,True
sh.603929,亚翔集成,2025-06-16,29.21,80,3.61,-0.69,B级,20,True,True,True,2.7,True
sh.603929,亚翔集成,2025-06-17,29.26,80,2.23,-0.98,C级,10,True,True,True,6.66,True
sz.300603,立昂技术,2025-05-16,11.65,65,4.79,-3.7,A级,35,True,True,True,6.01,True
sz.300421,力星股份,2025-07-11,15.03,65,2.13,-0.07,B级,20,True,True,True,13.04,True
sz.002771,真视通,2025-05-29,16.13,60,3.12,-1.79,A级,45,True,True,True,2.17,True
sz.002771,真视通,2025-06-03,15.75,65,2.14,-2.73,A级,35,True,True,True,5.27,True
sz.300964,本川智能,2025-04-22,36.82,80,2.38,-3.68,A级,35,True,True,True,2.12,True
sz.301196,唯科科技,2025-12-01,78.9,80,2.32,-11.57,A级,35,True,True,True,3.21,True
sz.301196,唯科科技,2025-12-02,75.49,80,2.37,-11.81,A级,35,True,True,True,7.87,True
sz.301196,唯科科技,2025-12-03,73.41,65,2.27,-13.84,A级,35,True,True,True,11.1,True
sh.600732,爱旭股份,2026-01-14,13.69,65,2.04,-0.7,B级,20,True,True,True,3.43,True
sh.688226,威腾电气,2025-07-07,28.31,60,2.43,-0.55,A级,35,True,True,True,12.89,True
sh.600620,天宸股份,2025-04-29,4.7,65,2.16,-6.58,C级,10,True,True,True,10.21,True
sh.600620,天宸股份,2025-04-30,4.84,65,2.6,-1.84,B级,20,True,True,True,7.02,True
sh.688505,复旦张江,2026-01-07,8.58,80,3.66,-0.55,A级,30,True,True,True,7.69,True
sh.688505,复旦张江,2026-01-08,8.66,80,2.34,0.21,A级,35,True,True,True,6.7,True
sz.002866,传艺科技,2025-06-03,16.04,65,2.6,-0.53,A级,30,True,True,True,15.46,True
sz.002866,传艺科技,2025-12-31,18.01,65,2.94,-0.31,B级,20,True,True,True,3.22,True
sh.688549,中巨芯,2025-05-07,7.19,60,2.09,-9.2,A级,50,True,True,True,6.4,True
sh.603193,润本股份,2025-07-22,29.63,80,2.38,-14.4,B级,25,True,True,True,25.38,True
sh.603193,润本股份,2025-07-23,32.59,80,3.29,-7.21,A级,35,True,True,True,13.99,True
sh.603193,润本股份,2025-07-25,34.21,80,4.47,-0.24,B级,25,True,True,True,8.59,True
sh.603193,润本股份,2025-07-30,33.34,65,2.31,-1.17,B级,25,True,True,True,3.87,True
sh.603193,润本股份,2025-11-24,25.44,60,2.45,-6.09,A级,45,True,True,True,3.38,True
sz.001318,阳光乳业,2025-06-30,13.19,80,2.23,-0.01,A级,35,True,True,True,2.12,True
sz.001318,阳光乳业,2025-07-01,13.13,80,2.55,-1.42,B级,20,True,True,True,2.59,True
sz.300726,宏达电子,2025-06-26,34.46,80,2.07,-1.03,A级,30,True,True,True,4.76,True
sh.688321,微芯生物,2025-11-04,30.7,80,2.58,-7.43,A级,35,True,True,True,2.48,True
sz.301355,南王科技,2025-04-16,10.86,80,2.59,-3.96,A级,35,True,True,True,14.92,True
sz.301355,南王科技,2025-04-17,10.73,80,2.67,-5.53,A级,35,True,True,True,16.31,True
sz.000605,渤海股份,2025-04-29,7.37,65,2.51,0.1,C级,10,True,True,True,2.71,True
sz.000605,渤海股份,2025-04-30,7.33,65,2.34,-0.85,C级,0,True,True,True,3.55,True
sh.600864,哈投股份,2026-01-08,6.93,80,2.19,-1.69,A级,45,True,True,True,4.18,True
sh.600824,益民集团,2025-04-16,4.44,65,2.93,0.31,B级,25,True,True,True,6.98,True
sh.600825,新华传媒,2026-01-07,6.41,80,2.07,-1.32,B级,20,True,True,True,18.88,True
sh.603275,众辰科技,2025-05-22,39.44,80,2.47,0.02,A级,35,True,True,True,13.79,True
sz.300538,同益股份,2025-04-30,14.47,80,2.07,-0.48,B级,20,True,True,True,8.5,True
sz.300538,同益股份,2025-05-06,15.07,80,2.38,0.05,A级,35,True,True,True,4.18,True
sz.002607,中公教育,2025-12-11,2.66,60,2.22,0.5,A级,35,True,True,True,6.39,True
sz.002607,中公教育,2025-12-12,2.57,60,2.62,-3.28,A级,35,True,True,True,14.79,True
sz.002607,中公教育,2025-12-15,2.52,65,2.07,-5.22,C级,10,True,True,True,17.06,True
sz.301229,纽泰格,2025-07-25,20.42,60,2.34,-1.23,A级,60,True,True,True,14.1,True
sz.301229,纽泰格,2025-12-23,20.24,80,2.41,-1.27,A级,45,True,True,True,5.98,True
sh.600688,上海石化,2025-06-16,2.89,80,2.25,-3.81,A级,45,True,True,True,3.81,True
sh.600688,上海石化,2025-06-17,2.88,80,2.76,-4.83,A级,45,True,True,True,4.17,True
sh.600688,上海石化,2025-06-18,2.89,80,2.4,-2.62,A级,30,True,True,True,3.81,True
sh.600688,上海石化,2025-06-20,2.92,65,2.37,-1.87,A级,30,True,True,True,2.05,True
sh.688758,赛分科技,2026-01-12,18.76,80,2.26,-3.28,A级,30,True,True,True,4.9,True
sh.688758,赛分科技,2026-01-13,18.57,80,2.84,-1.97,A级,30,True,True,True,5.98,True
sh.688758,赛分科技,2026-01-14,19.03,80,3.18,0.35,A级,30,True,True,True,3.42,True
sh.688758,赛分科技,2026-01-15,19.23,80,2.48,-0.23,A级,30,True,True,True,2.34,True
sz.300226,上海钢联,2025-12-30,24.81,80,2.63,0.23,A级,30,True,True,True,6.01,True
sh.603367,辰欣药业,2025-10-17,23.27,80,2.53,-7.27,A级,35,True,True,True,6.79,True
sh.603367,辰欣药业,2025-10-20,22.42,80,3.11,-5.14,A级,35,True,True,True,10.84,True
sh.603367,辰欣药业,2025-10-21,22.0,65,3.15,-9.03,A级,35,True,True,True,12.95,True
sh.603367,辰欣药业,2025-10-22,24.2,65,2.82,-4.48,B级,25,True,True,True,2.69,True
sz.300304,云意电气,2025-12-23,11.34,60,2.51,-1.68,A级,35,True,True,True,4.85,True
sz.301108,洁雅股份,2025-07-24,26.87,80,3.61,-11.52,B级,25,True,True,True,8.78,True
sz.301108,洁雅股份,2025-07-25,26.81,80,2.22,-11.91,C级,15,True,True,True,9.03,True
sh.603977,国泰集团,2025-06-27,12.16,60,4.85,-0.63,A级,35,True,True,True,10.2,True
sz.300782,卓胜微,2025-04-15,81.18,60,2.71,-1.24,A级,35,True,True,True,4.09,True
sh.688016,心脉医疗,2026-01-07,96.11,80,2.03,0.38,A级,35,True,True,True,6.6,True
sz.301516,中远通,2025-05-16,15.36,65,3.12,-2.94,A级,35,True,True,True,5.01,True
sz.300708,聚灿光电,2025-10-17,9.39,65,2.0,-7.38,A级,60,True,True,True,6.6,True
sz.300708,聚灿光电,2025-10-20,9.49,80,2.54,-4.92,A级,45,True,True,True,5.48,True
sz.300708,聚灿光电,2025-10-21,9.41,80,2.63,-6.35,A级,45,True,True,True,6.38,True
sh.603211,晋拓股份,2025-12-05,18.12,80,4.13,0.33,B级,20,True,True,True,12.53,True
sz.301235,华康洁净,2025-12-08,31.03,60,2.07,-0.54,A级,45,True,True,True,13.44,True
sz.300783,三只松鼠,2025-11-12,24.52,80,2.42,-0.35,A级,45,True,True,True,2.12,True
sz.301015,百洋医药,2025-06-05,19.18,80,3.17,0.08,A级,35,True,True,True,24.77,True
sz.301015,百洋医药,2025-06-06,18.9,65,2.84,-2.64,A级,35,True,True,True,36.98,True
sh.603181,皇马科技,2026-01-08,15.12,65,2.1,-1.52,A级,50,True,True,True,7.21,True
sz.000850,华茂股份,2025-04-18,4.03,80,5.01,-0.79,B级,20,True,True,True,3.72,True
sz.000850,华茂股份,2025-04-21,4.08,80,2.96,-2.73,C级,10,True,True,True,2.45,True
sz.300134,大富科技,2025-11-18,12.2,80,2.44,-0.77,A级,30,True,True,True,2.54,True
sz.300134,大富科技,2025-11-19,11.98,65,2.02,-0.93,A级,30,True,True,True,4.42,True
sz.300703,创源股份,2025-12-24,25.56,65,3.53,-3.35,B级,25,True,True,True,4.03,True
sh.600936,北投科技,2025-07-30,3.73,65,2.59,0.46,B级,20,True,True,True,6.17,True
sh.603890,春秋电子,2025-05-08,11.98,65,2.62,-0.42,C级,10,True,True,True,7.26,True
sz.300204,舒泰神,2025-10-20,39.17,80,2.21,-10.0,A级,35,True,True,True,2.37,True
sz.300204,舒泰神,2025-11-04,38.05,60,2.3,-3.1,A级,35,True,True,True,3.47,True
sz.300204,舒泰神,2025-11-05,37.18,65,2.03,-6.87,B级,25,True,True,True,6.24,True
sz.001358,兴欣新材,2026-01-14,26.16,65,3.11,-2.45,B级,20,True,True,True,10.82,True
sz.001358,兴欣新材,2026-01-15,26.4,65,2.74,-2.15,A级,30,True,True,True,10.61,True
sh.603659,璞泰来,2025-06-11,16.67,80,2.58,-0.84,B级,20,True,True,True,4.02,True
sh.603659,璞泰来,2025-06-12,16.62,80,2.96,-2.72,B级,20,True,True,True,6.38,True
sh.603659,璞泰来,2025-06-13,16.66,80,2.67,-1.02,C级,10,True,True,True,6.42,True
sh.603062,麦加芯彩,2025-07-04,45.12,65,2.21,0.19,B级,20,True,True,True,11.33,True
sz.301393,昊帆生物,2025-10-30,54.13,80,2.2,0.35,A级,30,True,True,True,6.6,True
sz.301395,仁信新材,2025-07-31,11.75,65,2.12,-1.67,B级,20,True,True,True,7.06,True
sz.301395,仁信新材,2025-08-01,11.88,80,2.17,-3.86,A级,30,True,True,True,8.25,True
sz.301395,仁信新材,2025-08-04,12.06,80,2.27,-3.86,B级,20,True,True,True,8.29,True
sz.002793,罗欣药业,2025-10-20,5.48,80,4.29,0.06,B级,20,True,True,True,3.65,True
sz.002793,罗欣药业,2025-10-21,5.47,80,3.95,-0.88,C级,10,True,True,True,3.84,True
sz.300390,天华新能,2025-06-20,18.21,80,2.47,-1.41,A级,30,True,True,True,11.86,True
sh.688501,青达环保,2025-12-23,25.62,60,2.2,-1.86,A级,35,True,True,True,8.16,True
sh.600192,长城电工,2025-10-23,10.01,65,2.78,0.23,A级,35,True,True,True,2.9,True
sz.002232,启明信息,2025-12-17,18.91,60,2.59,-3.46,A级,45,True,True,True,5.76,True
sz.002232,启明信息,2025-12-18,19.03,60,3.26,-2.63,A级,45,True,True,True,5.1,True
sz.002232,启明信息,2025-12-19,19.57,80,2.85,0.08,A级,30,True,True,True,2.2,True
sz.002232,启明信息,2025-12-23,18.97,65,2.76,-0.3,B级,20,True,True,True,2.16,True
sz.002629,仁智股份,2026-01-26,6.28,60,2.09,-15.42,B级,25,True,True,True,7.01,True
sz.000519,中兵红箭,2025-10-15,19.3,80,2.31,-2.92,A级,35,True,True,True,3.11,True
sh.603518,锦泓集团,2025-11-21,9.67,65,2.76,-0.37,C级,10,True,True,True,4.03,True
sh.603533,掌阅科技,2025-04-29,19.12,65,2.76,-0.93,B级,20,True,True,True,15.32,True
sh.603533,掌阅科技,2025-04-30,19.6,65,3.07,0.25,B级,20,True,True,True,12.5,True
sz.002903,宇环数控,2025-07-07,19.62,65,2.51,-1.77,B级,20,True,True,True,3.72,True
sh.603214,爱婴室,2025-12-17,17.26,60,3.43,-0.96,A级,30,True,True,True,7.59,True
sh.603214,爱婴室,2025-12-18,17.34,80,2.92,-0.66,A级,30,True,True,True,7.09,True
sz.002354,天娱数科,2025-04-25,5.96,65,2.16,-11.45,A级,50,True,True,True,23.15,True
sz.002354,天娱数科,2025-04-28,6.56,80,2.81,-2.76,B级,25,True,True,True,15.09,True
sz.002354,天娱数科,2025-04-30,6.44,80,4.15,-0.38,A级,35,True,True,True,17.24,True
sz.002354,天娱数科,2025-05-06,6.67,80,3.26,-0.37,A级,35,True,True,True,13.19,True
sz.300048,合康新能,2025-12-16,5.63,65,2.1,-4.52,A级,30,True,True,True,5.68,True
sh.603171,税友股份,2025-10-30,48.55,60,2.15,-0.87,A级,35,True,True,True,14.17,True
sz.002148,北纬科技,2026-01-05,9.02,80,2.99,-0.27,A级,30,True,True,True,5.32,True
sz.002148,北纬科技,2026-01-06,9.03,80,3.46,0.26,B级,20,True,True,True,5.98,True
sh.603110,东方材料,2025-12-11,16.81,80,4.11,0.41,B级,20,True,True,True,2.8,True
sz.002512,达华智能,2025-05-08,4.67,80,3.64,-3.67,A级,35,True,True,True,3.21,True
sz.002512,达华智能,2025-05-09,4.61,80,3.83,-2.7,A级,35,True,True,True,5.86,True
sz.300795,米奥会展,2025-07-08,15.31,80,3.05,-11.39,A级,35,True,True,True,8.1,True
sz.300795,米奥会展,2025-07-09,15.74,80,5.0,-5.7,A级,35,True,True,True,2.92,True
sz.300795,米奥会展,2025-07-10,15.78,80,4.0,-7.29,B级,25,True,True,True,3.74,True
sz.300795,米奥会展,2025-07-11,15.63,65,3.49,-7.99,B级,25,True,True,True,4.73,True
sz.300795,米奥会展,2025-07-14,15.74,65,2.21,-7.9,C级,0,True,True,True,4.0,True
sz.300795,米奥会展,2025-11-20,14.5,65,2.96,-0.48,C级,10,True,True,True,11.59,True
sh.600552,凯盛科技,2025-12-24,11.58,80,2.27,-1.23,A级,45,True,True,True,10.19,True
sh.600552,凯盛科技,2025-12-25,11.47,80,2.39,0.02,A级,30,True,True,True,11.25,True
sh.688767,博拓生物,2025-07-01,35.84,80,2.56,-3.13,A级,35,True,True,True,7.95,True
sh.688767,博拓生物,2025-07-02,36.8,80,3.12,-1.99,A级,35,True,True,True,5.14,True
sh.688767,博拓生物,2025-07-03,36.12,80,2.3,-4.17,A级,35,True,True,True,7.12,True
sh.688767,博拓生物,2025-08-11,34.73,80,2.97,0.14,A级,35,True,True,True,43.97,True
sz.000589,贵州轮胎,2025-05-09,4.6,80,2.01,-1.59,A级,30,True,True,True,2.61,True
sh.600580,卧龙电驱,2025-07-15,20.6,80,2.1,-9.73,B级,25,True,True,True,21.07,True
sh.600580,卧龙电驱,2025-07-16,20.69,80,2.2,-8.42,B级,25,True,True,True,22.86,True
sh.600580,卧龙电驱,2025-12-24,43.89,60,2.03,-0.59,A级,35,True,True,True,17.11,True
sz.300009,安科生物,2026-01-07,10.02,60,2.05,-0.4,A级,35,True,True,True,11.58,True
sz.300158,振东制药,2025-10-17,7.06,60,2.07,-2.64,A级,35,True,True,True,10.62,True
sh.603079,圣达生物,2026-01-06,17.95,80,2.13,-1.18,B级,20,True,True,True,13.26,True
sz.300337,银邦股份,2025-06-13,10.7,80,2.64,0.17,A级,45,True,True,True,2.34,True
sz.300337,银邦股份,2025-06-16,10.59,80,3.11,-1.17,A级,45,True,True,True,3.59,True
sz.300337,银邦股份,2025-06-17,10.36,65,3.27,-0.99,A级,45,True,True,True,5.89,True
sh.600410,华胜天成,2025-04-28,8.48,80,2.01,-2.43,B级,25,True,True,True,41.27,True
sh.600410,华胜天成,2025-11-24,18.9,65,2.39,-1.35,C级,10,True,True,True,7.14,True
sh.603800,洪田股份,2025-06-24,26.04,80,2.2,0.4,B级,25,True,True,True,6.34,True
sz.301633,港迪技术,2025-12-25,68.88,80,2.58,-1.61,A级,45,True,True,True,4.22,True
sz.301633,港迪技术,2025-12-26,68.06,80,2.47,-3.44,A级,30,True,True,True,5.48,True
sz.301633,港迪技术,2025-12-30,69.96,80,2.21,0.12,A级,30,True,True,True,3.1,True
sh.600266,城建发展,2025-12-29,4.64,80,2.67,-3.44,B级,20,True,True,True,45.47,True
sh.600266,城建发展,2025-12-30,4.61,80,2.14,-5.73,B级,20,True,True,True,61.17,True
sz.300299,富春股份,2025-10-29,6.49,80,2.01,-5.85,B级,20,True,True,True,6.16,True
sz.300299,富春股份,2025-10-30,6.3,65,2.09,-5.92,B级,20,True,True,True,9.37,True
sh.600612,老凤祥,2025-09-02,48.61,60,3.24,0.23,A级,60,True,True,True,18.74,True
sh.600612,老凤祥,2025-09-04,48.27,65,2.98,0.26,A级,30,True,True,True,19.58,True
sz.300083,创世纪,2025-12-29,9.06,65,2.11,-2.28,C级,10,True,True,True,4.53,True
sz.002274,华昌化工,2026-01-15,5.85,65,2.44,-1.56,A级,45,True,True,True,4.44,True
sz.002274,华昌化工,2026-01-16,5.75,65,2.26,-3.06,A级,30,True,True,True,7.65,True
sz.002274,华昌化工,2026-01-19,5.9,65,2.19,-2.44,A级,60,True,True,True,13.56,True
sh.600657,信达地产,2025-04-11,4.29,60,2.69,-2.21,A级,35,True,True,True,7.23,True
sh.600657,信达地产,2025-04-14,4.26,80,2.16,-4.31,B级,25,True,True,True,7.98,True
sh.600657,信达地产,2025-12-02,3.84,65,2.66,-1.41,C级,10,True,True,True,2.86,True
sz.301255,通力科技,2025-07-04,30.91,80,2.11,-18.52,B级,25,True,True,True,3.14,True
sz.002219,新里程,2025-05-15,2.36,65,2.01,-4.74,A级,30,True,True,True,2.54,True
sz.002017,东信和平,2025-12-17,20.9,65,2.35,-7.72,B级,20,True,True,True,4.16,True
sz.002017,东信和平,2025-12-30,21.92,80,2.08,0.26,A级,45,True,True,True,8.53,True
sz.002017,东信和平,2025-12-31,22.3,80,2.29,-0.13,A级,35,True,True,True,12.96,True
sz.000995,皇台酒业,2025-12-11,12.47,60,2.77,-5.31,A级,35,True,True,True,12.03,True
sz.000995,皇台酒业,2025-12-15,13.5,65,2.76,-0.07,B级,20,True,True,True,3.48,True
sz.000995,皇台酒业,2025-12-17,12.93,65,3.44,-1.43,B级,20,True,True,True,2.63,True
sz.000995,皇台酒业,2025-12-18,12.98,65,2.63,-1.91,C级,10,True,True,True,4.62,True
sz.002103,广博股份,2025-04-16,8.78,60,3.14,-4.56,A级,35,True,True,True,6.15,True
sz.002103,广博股份,2025-04-17,8.86,80,3.65,-8.61,C级,15,True,True,True,5.19,True
sz.002103,广博股份,2025-11-04,9.76,80,2.02,-1.33,A级,45,True,True,True,2.05,True
sh.688070,纵横股份,2025-05-07,40.46,60,2.01,-2.1,B级,20,True,True,True,6.3,True
sh.600383,金地集团,2025-07-09,3.94,80,2.11,-2.37,A级,35,True,True,True,5.58,True
sz.300640,德艺文创,2025-04-17,5.36,80,2.11,-3.9,A级,35,True,True,True,4.48,True
sh.603579,荣泰健康,2025-12-22,23.42,80,2.76,-15.44,A级,35,True,True,True,2.18,True
sz.002104,恒宝股份,2025-12-16,20.38,80,2.43,-0.82,A级,35,True,True,True,2.6,True
sz.002104,恒宝股份,2025-12-17,19.91,80,3.27,-0.21,A级,35,True,True,True,5.02,True
sz.002104,恒宝股份,2025-12-18,19.19,65,3.51,-1.42,A级,35,True,True,True,9.95,True
sz.002104,恒宝股份,2025-12-19,19.88,65,2.78,-0.46,B级,25,True,True,True,6.14,True
sz.002104,恒宝股份,2025-12-23,19.38,65,2.09,0.16,B级,20,True,True,True,19.61,True
sh.601015,陕西黑猫,2026-01-07,4.07,80,2.15,-1.19,B级,25,True,True,True,6.14,True
sh.601015,陕西黑猫,2026-01-09,4.05,80,4.59,-0.9,B级,25,True,True,True,2.22,True
sh.603197,保隆科技,2025-12-19,36.66,80,2.41,-2.73,A级,45,True,True,True,2.73,True
sh.603197,保隆科技,2025-12-24,36.46,65,2.08,-2.18,A级,35,True,True,True,2.17,True
sz.301502,华阳智能,2026-01-05,45.36,80,2.09,0.16,A级,30,True,True,True,2.12,True
sz.300885,海昌新材,2025-12-03,21.31,65,3.08,-2.15,B级,25,True,True,True,37.63,True
sz.300961,深水海纳,2025-10-14,16.93,80,2.32,-4.41,A级,35,True,True,True,7.97,True
sz.300961,深水海纳,2025-10-17,17.26,65,2.48,-0.79,A级,35,True,True,True,6.03,True
sz.300961,深水海纳,2026-01-08,15.03,65,2.09,-1.06,B级,20,True,True,True,3.06,True
sz.300961,深水海纳,2026-01-09,15.09,80,2.53,-0.14,C级,10,True,True,True,2.65,True
sh.603881,数据港,2025-07-04,25.64,65,2.22,-8.85,A级,35,True,True,True,6.55,True
sh.603881,数据港,2025-07-07,24.78,80,2.93,-13.42,B级,20,True,True,True,11.3,True
sh.603881,数据港,2025-07-08,25.96,80,3.67,-9.62,A级,50,True,True,True,7.86,True
sh.603881,数据港,2025-07-09,26.36,80,2.62,-7.19,A级,35,True,True,True,9.48,True
sh.603881,数据港,2025-07-10,26.12,80,2.3,-7.89,A级,35,True,True,True,10.49,True
sh.603881,数据港,2025-07-11,27.01,80,2.22,-4.96,B级,25,True,True,True,6.85,True
sh.603881,数据港,2025-07-15,27.99,80,2.11,-2.29,A级,35,True,True,True,3.11,True
sh.603380,易德龙,2025-12-23,38.38,80,2.53,0.5,A级,35,True,True,True,6.51,True
sh.603380,易德龙,2025-12-24,38.66,80,3.16,-0.3,A级,35,True,True,True,5.74,True
sz.003030,祖名股份,2025-10-17,18.97,65,2.58,0.08,A级,30,True,True,True,16.71,True
sz.300643,万通智控,2026-01-06,19.5,65,2.27,-1.97,A级,35,True,True,True,4.36,True
sz.300643,万通智控,2026-01-07,19.21,65,2.53,-2.21,B级,20,True,True,True,6.72,True
sz.300643,万通智控,2026-01-08,19.69,65,2.22,-0.46,A级,60,True,True,True,4.11,True
sz.002077,大港股份,2025-04-15,14.3,60,2.42,0.35,A级,35,True,True,True,6.22,True
sz.001330,博纳影业,2025-04-11,4.5,60,2.29,-5.17,A级,35,True,True,True,4.44,True
sz.001330,博纳影业,2025-04-14,4.46,60,2.26,-10.61,A级,35,True,True,True,5.38,True
sz.001330,博纳影业,2025-04-15,4.41,80,2.16,-10.21,B级,25,True,True,True,6.58,True
sz.301004,嘉益股份,2025-10-29,57.9,80,2.23,-9.12,C级,10,True,True,True,3.89,True
sz.301259,艾布鲁,2025-04-23,40.11,80,2.01,-8.88,A级,35,True,True,True,3.24,True
sz.301259,艾布鲁,2025-11-25,38.04,60,2.0,0.19,A级,50,True,True,True,5.13,True
sz.300858,科拓生物,2025-10-23,16.96,60,3.22,-5.98,B级,20,True,True,True,4.72,True
sz.300858,科拓生物,2025-10-24,17.03,80,3.68,-7.17,A级,35,True,True,True,4.29,True
sz.002184,海得控制,2026-01-09,13.65,80,2.3,-2.15,B级,25,True,True,True,5.13,True
sz.002184,海得控制,2026-01-12,14.0,80,2.63,0.37,C级,10,True,True,True,2.5,True
